poi_name,Name,pid,Rating,Total_Review,opening_hours,open_days,Total_hours
Kits Point Military History Museum,Museum of Vancouver,ChIJHZSzNzNyhlQRzmus61cqE5Y,4.3,524,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 10:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 5:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: 10:00 AM – 5:00 PM', 'Sunday: 10:00 AM – 5:00 PM']",5,35
Langley Centennial Museum,Langley Centennial Museum & Exhibition Centre,ChIJaajwdPbShVQRik-zbZqyktE,4.4,141,"['Monday: 11:00 AM – 3:00 PM', 'Tuesday: 11:00 AM – 3:00 PM', 'Wednesday: 11:00 AM – 3:00 PM', 'Thursday: 11:00 AM – 3:00 PM', 'Friday: 11:00 AM – 3:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5,20
Lobby Gallery,Sasaki Art Gallery,ChIJ18-j2oJxhlQRcPSB1O4ZSdQ,4.8,4,"['Monday: 11:00 AM – 5:00 PM', 'Tuesday: 11:00 AM – 5:00 PM', 'Wednesday: Closed', 'Thursday: 11:00 AM – 5:00 PM', 'Friday: 11:00 AM – 5:00 PM', 'Saturday: 11:00 AM – 5:00 PM', 'Sunday: Closed']",5,30
Monte Clark Gallery,Monte Clark Gallery,ChIJN0Znx8dzhlQRgJHRIKMC2rA,4.5,16,"['Monday: Closed', 'Tuesday: 10:00 AM – 5:30 PM', 'Wednesday: 10:00 AM – 5:30 PM', 'Thursday: 10:00 AM – 5:30 PM', 'Friday: 10:00 AM – 5:30 PM', 'Saturday: 10:00 AM – 5:30 PM', 'Sunday: Closed']",5,37.5
Museum of Vancouver,Museum of Vancouver,ChIJHZSzNzNyhlQRzmus61cqE5Y,4.3,524,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 10:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 5:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: 10:00 AM – 5:00 PM', 'Sunday: 10:00 AM – 5:00 PM']",5,35
National Nikkei Museum - Heritage Centre,Nikkei National Museum & Cultural Centre,ChIJLyeICDV2hlQRLTTkKjyW6co,4.4,623,"['Monday: Closed', 'Tuesday: 10:00 AM – 5:00 PM', 'Wednesday: 10:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 5:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: 10:00 AM – 5:00 PM', 'Sunday: Closed']",5,35
New West Artists Society,Arts Council of New Westminster,ChIJm9gL3eF3hlQRYLounZbUyJE,4.8,9,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 10:00 AM – 2:00 PM', 'Thursday: 10:00 AM – 2:00 PM', 'Friday: 10:00 AM – 2:00 PM', 'Saturday: 10:00 AM – 2:00 PM', 'Sunday: 10:00 AM – 2:00 PM']",5,20
New Westminster Hyack Festival Association,Hyack Festival Association,ChIJ3_dUV27YhVQRDRDCJhd-K0M,4.9,8,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5,40
New Westminster Museum & Archives,New Westminster Museum,ChIJVWdV0gzYhVQRObpum5rNjd0,4.3,72,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 9:50 AM – 4:50 PM', 'Thursday: 9:50 AM – 4:50 PM', 'Friday: 9:50 AM – 4:50 PM', 'Saturday: 9:50 AM – 4:50 PM', 'Sunday: 9:50 AM – 4:50 PM']",5,35
Or Gallery,Or Gallery,ChIJzyCIRnlxhlQRtRcithH2IOg,4.4,10,"['Monday: Closed', 'Tuesday: 12:00 – 5:00 PM', 'Wednesday: 12:00 – 5:00 PM', 'Thursday: 12:00 – 5:00 PM', 'Friday: 12:00 – 5:00 PM', 'Saturday: 12:00 – 5:00 PM', 'Sunday: Closed']",5,25
Outreach Services,Carnegie Outreach Program,ChIJp0qaG3JxhlQRCwuR4Tim1dk,4.4,97,"['Monday: 9:00 AM – 4:00 PM', 'Tuesday: 9:00 AM – 4:00 PM', 'Wednesday: 9:00 AM – 4:00 PM', 'Thursday: 9:00 AM – 4:00 PM', 'Friday: 9:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5,35
Pacific Museum of Earth,Pacific Museum of Earth,ChIJh7j5aspyhlQRTnlQmtvJeyU,4.4,115,"['Monday: 10:00 AM – 5:00 PM', 'Tuesday: 10:00 AM – 5:00 PM', 'Wednesday: 10:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 5:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5,35
Peter Kiss Gallery,Peter Kiss Gallery Inc,ChIJu9_w_85zhlQRBcwAfSaVI-A,5,7,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 10:30 AM – 5:30 PM', 'Thursday: 10:30 AM – 5:30 PM', 'Friday: 10:30 AM – 5:30 PM', 'Saturday: 10:30 AM – 5:30 PM', 'Sunday: 10:30 AM – 5:30 PM']",5,35
Petley Jones Gallery,Petley Jones Gallery,ChIJmyfU08dzhlQRbxSU7vzHfuA,4.8,4,"['Monday: Closed', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: 10:00 AM – 6:00 PM', 'Sunday: Closed']",5,40
Presentation House Gallery,Presentation House Theatre,ChIJ5XIGxEtwhlQR0fm-_yM3hQw,4.2,127,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5,40
Roy Barnett Recital Hall,UBC School of Music,ChIJkfM3ALRyhlQRDxcQU-OZBiA,4.6,16,"['Monday: 8:30 AM – 4:30 PM', 'Tuesday: 8:30 AM – 4:30 PM', 'Wednesday: 8:30 AM – 4:30 PM', 'Thursday: 8:30 AM – 4:30 PM', 'Friday: 8:30 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']",5,40
Royal City Musical Theatre Company,Royal City Musical Theatre Society,ChIJVY646th3hlQRMTHFV3uGpEo,3.7,6,"['Monday: Closed', 'Tuesday: 12:00 – 6:00 PM', 'Wednesday: 12:00 – 6:00 PM', 'Thursday: 12:00 – 6:00 PM', 'Friday: 12:00 – 6:00 PM', 'Saturday: 12:00 – 6:00 PM', 'Sunday: Closed']",5,30
Silvana Mcnulty Garden Gals,Arts Council of New Westminster,ChIJm9gL3eF3hlQRYLounZbUyJE,4.8,9,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 10:00 AM – 2:00 PM', 'Thursday: 10:00 AM – 2:00 PM', 'Friday: 10:00 AM – 2:00 PM', 'Saturday: 10:00 AM – 2:00 PM', 'Sunday: 10:00 AM – 2:00 PM']",5,20
Simon Fraser University Museum of Archaeology & Ethnology,Museum of Archaeology & Ethnology,ChIJ-_RV_sZ5hlQRzZg0ulZmBa8,4.3,64,"['Monday: 10:00 AM – 12:00 PM, 1:00 – 4:00 PM', 'Tuesday: 10:00 AM – 12:00 PM, 1:00 – 4:00 PM', 'Wednesday: 10:00 AM – 12:00 PM, 1:00 – 4:00 PM', 'Thursday: 10:00 AM – 12:00 PM, 1:00 – 4:00 PM', 'Friday: 10:00 AM – 12:00 PM, 1:00 – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5,25
Spencer Goring,Vancouver Film School,ChIJ46SFnnlxhlQRqBXj77T3L6k,4.6,189,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5,40
Sum Gallery,Queer Arts Festival & SUM gallery,ChIJAQDA329xhlQRi5gRcGyzj64,4.8,8,"['Monday: Closed', 'Tuesday: 12:00 – 6:00 PM', 'Wednesday: 12:00 – 6:00 PM', 'Thursday: 12:00 – 6:00 PM', 'Friday: 12:00 – 6:00 PM', 'Saturday: 12:00 – 6:00 PM', 'Sunday: Closed']",5,30
Susan Mccallum,British Columbia Institute of Technology,ChIJ5f5T_SF3hlQRnRB6ZAeyWjU,3.5,43,"['Monday: 8:30 AM – 4:30 PM', 'Tuesday: 8:30 AM – 4:30 PM', 'Wednesday: 8:30 AM – 4:30 PM', 'Thursday: 8:30 AM – 4:30 PM', 'Friday: 8:30 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']",5,40
Synthesis Consulting Ltd,Synthesis Design Inc.,ChIJ39cAik1whlQR8VC5Gg5V-rg,5,5,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",5,45
The Fort Gallery,Fort Gallery,ChIJZUjyL1nShVQRjYk17_A5OzA,4.5,11,"['Monday: Closed', 'Tuesday: 12:00 – 5:00 PM', 'Wednesday: 12:00 – 5:00 PM', 'Thursday: 12:00 – 5:00 PM', 'Friday: 12:00 – 5:00 PM', 'Saturday: 12:00 – 5:00 PM', 'Sunday: Closed']",5,25
The Polygon Gallery,The Polygon Gallery,ChIJB5VO1kxwhlQRK20LBQy-CCo,4.4,222,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 10:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 8:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: 10:00 AM – 5:00 PM', 'Sunday: 10:00 AM – 5:00 PM']",5,38
UBC Botanical Garden,UBC Botanical Garden,ChIJzfI36jINhlQRT_HCqL0fFeM,4.5,936,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 10:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 5:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: 10:00 AM – 5:00 PM', 'Sunday: 10:00 AM – 5:00 PM']",5,35
University of British Columbia: Rare Books And Special Collections,University of British Columbia: Library Special Collections Division,ChIJyRgNg7ZyhlQRozfznVr93Xc,5,4,"['Monday: 10:00 AM – 4:00 PM', 'Tuesday: 10:00 AM – 4:00 PM', 'Wednesday: 10:00 AM – 4:00 PM', 'Thursday: 10:00 AM – 4:00 PM', 'Friday: 10:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5,30
Uno Langmann Limited Fine Arts,Uno Langmann Limited Fine Art,ChIJIzcthMhzhlQRrRPzhF5ss9w,4.7,19,"['Monday: Closed', 'Tuesday: 10:00 AM – 4:00 PM', 'Wednesday: 10:00 AM – 4:00 PM', 'Thursday: 10:00 AM – 4:00 PM', 'Friday: 10:00 AM – 4:00 PM', 'Saturday: 10:00 AM – 4:00 PM', 'Sunday: Closed']",5,30
Valerie Mcrae,McRae Portraits,ChIJ2bPD2T10hlQRFzQXonly5tk,4.7,11,"['Monday: 9:30 AM – 5:30 PM', 'Tuesday: 9:30 AM – 5:30 PM', 'Wednesday: 9:30 AM – 5:30 PM', 'Thursday: 9:30 AM – 5:30 PM', 'Friday: 9:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",5,40
Vancouver Holocaust Education Centre,Vancouver Holocaust Centre,ChIJexoR8Xh0hlQRcCjlkQHejk4,3.6,16,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5,39
Vancouver Island University Museum of Natural History,Museum of Natural History,ChIJ_ZP-GPGjiFQRySEXJkDF6WM,4,1,"['Monday: 9:00 AM – 4:00 PM', 'Tuesday: 9:00 AM – 4:00 PM', 'Wednesday: 9:00 AM – 4:00 PM', 'Thursday: 9:00 AM – 4:00 PM', 'Friday: 9:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5,35
Wil Aballe Art Projects,Wil Aballe Art Projects | WAAP,ChIJg6ZZBYd-C0ERtvyitXbaJOw,4.3,10,"['Monday: Closed', 'Tuesday: 12:00 – 5:00 PM', 'Wednesday: 12:00 – 5:00 PM', 'Thursday: 12:00 – 5:00 PM', 'Friday: 12:00 – 5:00 PM', 'Saturday: 12:00 – 5:00 PM', 'Sunday: Closed']",5,25
Winsor Gallery,Gallery Jones Fine Arts Ltd,ChIJR2S_phBuhlQRM9-rkVuzQcA,4.8,17,"['Monday: Closed', 'Tuesday: 11:00 AM – 6:00 PM', 'Wednesday: 11:00 AM – 6:00 PM', 'Thursday: 11:00 AM – 6:00 PM', 'Friday: 11:00 AM – 6:00 PM', 'Saturday: 12:00 – 5:00 PM', 'Sunday: Closed']",5,33
Bowen Island Public Library,Bowen Island Public Library,ChIJMfvcUqdrhlQRerSOChYEnf0,4.5,11,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 12:00 – 4:00 PM', 'Thursday: 12:00 – 4:00 PM', 'Friday: 10:00 AM – 4:00 PM', 'Saturday: 12:00 – 4:00 PM', 'Sunday: Closed']",4,18
Britannia Shipyards National Historic Site,Britannia Shipyards National Historic Site,ChIJiyw6atDhhVQRM01c7wOOBQY,4.5,846,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 12:00 – 4:00 PM', 'Friday: 12:00 – 4:00 PM', 'Saturday: 12:00 – 4:00 PM', 'Sunday: 12:00 – 4:00 PM']",4,16
Chali-Rosso Gallery,Chali-Rosso Art Gallery,ChIJyVcY08dzhlQRLqFmehyfQ5k,4.5,61,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 12:00 – 6:00 PM', 'Friday: 12:00 – 6:00 PM', 'Saturday: 12:00 – 6:00 PM', 'Sunday: 12:00 – 6:00 PM']",4,24
City of Richmond Archives,City of Richmond Archives,ChIJt-nv48kKhlQRgXgtGA-kHYY,4,1,"['Monday: 9:00 AM – 4:30 PM', 'Tuesday: 9:00 AM – 4:30 PM', 'Wednesday: 9:00 AM – 4:30 PM', 'Thursday: 9:00 AM – 4:30 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",4,30
Deep Cove Heritage Society,Deep Cove Cultural Centre,ChIJt2EnC1J6hlQRyN6Ao6Wo2xI,4.7,12,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 11:00 AM – 4:00 PM', 'Friday: 11:00 AM – 4:00 PM', 'Saturday: 11:00 AM – 4:00 PM', 'Sunday: 11:00 AM – 4:00 PM']",4,20
Gordon Smith Gallery of Canadian Art,Gordon Smith Gallery of Canadian Art,ChIJV-ynPTxwhlQROsYq03Gr-yw,4.6,19,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 12:00 – 5:00 PM', 'Thursday: 12:00 – 5:00 PM', 'Friday: 12:00 – 5:00 PM', 'Saturday: 12:00 – 5:00 PM', 'Sunday: Closed']",4,20
Helmcken House,Helmcken House Pioneer Doctor's Residence,ChIJL_SaUJF0j1QRBpArvk9xVxg,3.9,12,"['Monday: Closed', 'Tuesday: 12:00 – 2:00 PM', 'Wednesday: Closed', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: Closed']",4,26
Heritage Chiropractic & Laser Therapy,Heritage Chiropractic,ChIJJ_sUPlLOhVQRUy_bkmFKuEg,5,12,"['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 1:00 – 7:00 PM', 'Thursday: Closed', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4,42
Historic Stewart Farm,Historic Stewart Farm,ChIJmURORKjchVQRxhGwzQzdkfo,4.5,299,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 1:00 – 3:30 PM', 'Thursday: 1:00 – 3:30 PM', 'Friday: 1:00 – 3:30 PM', 'Saturday: 1:00 – 3:30 PM', 'Sunday: Closed']",4,58
Janet Kvammen,New West Artists ~ Gallery on 12th Street,ChIJp9C7DFV3hlQRvTmsUO_y_oI,4.5,2,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 12:00 – 6:00 PM', 'Friday: 12:00 – 6:00 PM', 'Saturday: 12:00 – 6:00 PM', 'Sunday: 12:00 – 6:00 PM']",4,24
Jewish Historical Society of Bc,Jewish Museum and Archives of British Columbia,ChIJta5c93h0hlQRkn_YaPX2VOw,3.3,3,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",4,32
Judith Berlin,Western Front,ChIJMUTHbl9xhlQRrpkumTy2QaU,4.6,29,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 1:00 – 5:00 PM', 'Thursday: 1:00 – 5:00 PM', 'Friday: 1:00 – 5:00 PM', 'Saturday: 1:00 – 5:00 PM', 'Sunday: Closed']",4,64
Lynn Valley Heritage Museum And Archives,MONOVA: Archives of North Vancouver,ChIJWTqqraB6hlQRAX6xAuOtI8Q,4,3,"['Monday: 1:00 – 3:00 PM', 'Tuesday: 1:00 – 3:00 PM', 'Wednesday: 11:00 AM – 3:00 PM', 'Thursday: 1:00 – 3:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",4,46
Museum of Surrey,Museum of Surrey,ChIJAaLgLAjQhVQRBAq1YXF0erg,4.5,418,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 9:30 AM – 4:30 PM', 'Thursday: 9:30 AM – 4:30 PM', 'Friday: 9:30 AM – 4:30 PM', 'Saturday: 9:30 AM – 4:30 PM', 'Sunday: Closed']",4,28
North Vancouver Museum & Archives,MONOVA: Archives of North Vancouver,ChIJWTqqraB6hlQRAX6xAuOtI8Q,4,3,"['Monday: 1:00 – 3:00 PM', 'Tuesday: 1:00 – 3:00 PM', 'Wednesday: 11:00 AM – 3:00 PM', 'Thursday: 1:00 – 3:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",4,46
Pacific Theatre,Pacific Theatre,ChIJbdUaVr9zhlQRMJAh2Gg_XYc,4.6,118,"['Monday: Closed', 'Tuesday: 12:00 – 4:00 PM', 'Wednesday: 12:00 – 4:00 PM', 'Thursday: 12:00 – 4:00 PM', 'Friday: 12:00 – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4,16
Seymour Art Gallery,Seymour Art Gallery,ChIJp52CC1J6hlQRaXrBznBC2ec,4.7,20,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 11:00 AM – 5:00 PM', 'Friday: 11:00 AM – 5:00 PM', 'Saturday: 11:00 AM – 5:00 PM', 'Sunday: 11:00 AM – 5:00 PM']",4,24
Studio Theatre At Surrey Arts Centre,Surrey Art Gallery & Surrey Arts Centre,ChIJ7Rrhz5TZhVQRBD5h5gs5pv8,4.4,455,"['Monday: Closed', 'Tuesday: 4:00 – 5:30 PM, 6:00 – 7:30 PM', 'Wednesday: 4:00 – 5:30 PM, 6:00 – 7:30 PM', 'Thursday: 4:00 – 5:30 PM, 6:00 – 7:30 PM', 'Friday: Closed', 'Saturday: 10:00 AM – 11:30 PM', 'Sunday: Closed']",4,58.5
Surrey Art Gallery,Surrey Art Gallery & Surrey Arts Centre,ChIJ7Rrhz5TZhVQRBD5h5gs5pv8,4.4,455,"['Monday: Closed', 'Tuesday: 4:00 – 5:30 PM, 6:00 – 7:30 PM', 'Wednesday: 4:00 – 5:30 PM, 6:00 – 7:30 PM', 'Thursday: 4:00 – 5:30 PM, 6:00 – 7:30 PM', 'Friday: Closed', 'Saturday: 10:00 AM – 11:30 PM', 'Sunday: Closed']",4,58.5
The Art of Law Gallery,Surrey Art Gallery & Surrey Arts Centre,ChIJ7Rrhz5TZhVQRBD5h5gs5pv8,4.4,455,"['Monday: Closed', 'Tuesday: 4:00 – 5:30 PM, 6:00 – 7:30 PM', 'Wednesday: 4:00 – 5:30 PM, 6:00 – 7:30 PM', 'Thursday: 4:00 – 5:30 PM, 6:00 – 7:30 PM', 'Friday: Closed', 'Saturday: 10:00 AM – 11:30 PM', 'Sunday: Closed']",4,58.5
Vancouver Maritime Museum,Vancouver Maritime Museum,ChIJiVHFdzNyhlQRjW3eJ2KKZM0,4.4,188,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 10:00 AM – 5:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: 10:00 AM – 5:00 PM', 'Sunday: 10:00 AM – 5:00 PM']",4,28
West Vancouver Museum,Art Museum | West Vancouver,ChIJnfYm3BBuhlQRPLNVGwgMURo,5,3,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 12:00 – 4:00 PM', 'Thursday: 12:00 – 4:00 PM', 'Friday: 12:00 – 4:00 PM', 'Saturday: 12:00 – 4:00 PM', 'Sunday: Closed']",4,16
West Vancouver Museum And Archives,Art Museum | West Vancouver,ChIJnfYm3BBuhlQRPLNVGwgMURo,5,3,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 12:00 – 4:00 PM', 'Thursday: 12:00 – 4:00 PM', 'Friday: 12:00 – 4:00 PM', 'Saturday: 12:00 – 4:00 PM', 'Sunday: Closed']",4,16
Western Front - Gallery,Western Front,ChIJMUTHbl9xhlQRrpkumTy2QaU,4.6,29,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 1:00 – 5:00 PM', 'Thursday: 1:00 – 5:00 PM', 'Friday: 1:00 – 5:00 PM', 'Saturday: 1:00 – 5:00 PM', 'Sunday: Closed']",4,64
Western Front - Luxe Hall,Western Front,ChIJMUTHbl9xhlQRrpkumTy2QaU,4.6,29,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 1:00 – 5:00 PM', 'Thursday: 1:00 – 5:00 PM', 'Friday: 1:00 – 5:00 PM', 'Saturday: 1:00 – 5:00 PM', 'Sunday: Closed']",4,64
Back Gallery Project,Mónica Reyes Gallery,ChIJefqr9m1xhlQRZTckcy8tQWY,4.6,7,"['Monday: 11:00 AM – 2:00 PM', 'Tuesday: 11:00 AM – 2:00 PM', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 11:00 AM – 2:00 PM', 'Sunday: Closed']",3,9
Cariboo Regional District Library System,Cariboo Regional District Library,ChIJS5pHlHwkgFMRClHMCsodI18,5,1,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 2:00 – 6:00 PM', 'Friday: 2:00 – 6:00 PM', 'Saturday: 2:00 – 6:00 PM', 'Sunday: Closed']",3,48
Centre A - Centre For Contemporary Asian Art,Centre A: Vancouver International Centre for Contemporary Asian Art,ChIJ36zlvedzhlQRnOYpQMJH0-Q,4.3,13,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 12:00 – 6:00 PM', 'Friday: 12:00 – 6:00 PM', 'Saturday: 12:00 – 6:00 PM', 'Sunday: Closed']",3,18
Gabor Gasztonyi Studio & Gallery,Gabor Gasztonyi Studio,ChIJ48zyBtd3hlQRbWDAHjW6LGA,4.8,9,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 10:00 AM – 5:30 PM', 'Friday: 10:00 AM – 5:30 PM', 'Saturday: 10:00 AM – 5:30 PM', 'Sunday: Closed']",3,22.5
Maple Ridge Museum,Maple Ridge Museum & Community Archives,ChIJF_K5z2fThVQRWdiwdo-HF8E,4.2,41,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 1:00 – 4:00 PM', 'Thursday: Closed', 'Friday: 1:00 – 4:00 PM', 'Saturday: Closed', 'Sunday: 1:00 – 4:00 PM']",3,45
Pitt Meadows Museum,Pitt Meadows Museum General Store,ChIJOW55mUfUhVQRk1ozsqR9Itg,4.2,11,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 11:00 AM – 4:00 PM', 'Thursday: 11:00 AM – 4:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: 1:00 – 4:00 PM']",3,25
Roedde House,Roedde House Museum,ChIJj1udwilyhlQR1FRRZudhLlE,4.5,172,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 1:00 – 4:00 PM', 'Friday: 1:00 – 4:00 PM', 'Saturday: Closed', 'Sunday: 1:00 – 4:00 PM']",3,45
Simon Fraser Gallery,SFU Art Gallery,ChIJ3zZTl795hlQRe7RycIqHO4Q,3.6,7,"['Monday: Closed', 'Tuesday: 12:00 – 5:00 PM', 'Wednesday: 12:00 – 5:00 PM', 'Thursday: 12:00 – 5:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",3,15
Trench Gallery,Maple Ridge Museum & Community Archives,ChIJF_K5z2fThVQRWdiwdo-HF8E,4.2,41,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 1:00 – 4:00 PM', 'Thursday: Closed', 'Friday: 1:00 – 4:00 PM', 'Saturday: Closed', 'Sunday: 1:00 – 4:00 PM']",3,45
Vogue Theatre,Vogue Theatre,ChIJGRkFKn5xhlQRT4PdHofkZ5E,4.3,1615,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 12:00 – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: 12:00 – 6:00 PM', 'Sunday: Closed']",3,20
Dr. Sun Yat-Sen Classical Chinese Garden,Dr. Sun Yat-Sen Classical Chinese Garden,ChIJ8ToMkXpxhlQRYqJG8pg7rQI,4.2,3885,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 11:00 AM – 4:00 PM', 'Sunday: 11:00 AM – 4:00 PM']",2,10
Dundarave Print Workshop & Gallery,Dundarave Print Workshop,ChIJbwuKZc5zhlQRYLbPe2ErWi4,4.5,2,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 12:00 – 4:00 PM', 'Sunday: 12:00 – 4:00 PM']",2,8
Hastings Mill Store Museum,Old Hastings Mill Store Museum,ChIJaZKdbldyhlQRZkfvBTEVjpU,4.6,57,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 1:00 – 4:00 PM', 'Sunday: 1:00 – 4:00 PM']",2,30
Historical Museum,The Museum of the Royal Westminster Regiment Historical Society,ChIJ5zj2mXPYhVQRE0rdictytQI,4.7,30,"['Monday: Closed', 'Tuesday: 11:00 AM – 3:00 PM', 'Wednesday: Closed', 'Thursday: 11:00 AM – 3:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",2,8
New Westminster Historical Society,The Museum of the Royal Westminster Regiment Historical Society,ChIJ5zj2mXPYhVQRE0rdictytQI,4.7,30,"['Monday: Closed', 'Tuesday: 11:00 AM – 3:00 PM', 'Wednesday: Closed', 'Thursday: 11:00 AM – 3:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",2,8
